LOTID,EQPID,PILOT,FLAG,RECIPE,WAFER
DFM431,BPUVI11,NO,3,6200VIA5-PHOTO,25
DFM431,BPUVI12,NO,3,6200VIA5-PHOTO,25
DFM431,BPUVI15,YES,3,6200VIA5-PHOTO,25
DFM431,BPUVI16,YES,3,6200VIA5-PHOTO,25
DFM431,BPUVI51,NO,3,6200VIA5-PHOTO,25
DFM431,BPUVI52,NO,3,6200VIA5-PHOTO,25
DFM431,BPUVI58,NO,3,6200VIA5-PHOTO,25
DFM431,BPUVI59,NO,3,6200VIA5-PHOTO,25
DFM431,DPDI701,NO,3,6200VIA5-PHOTO,25
DFM431,DPDI702,NO,3,6200VIA5-PHOTO,25
DFM424,BPUVI01,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI04,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI05,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI06,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI09,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI12,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI15,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI16,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI51,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI52,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI57,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI58,YES,3,7492VIA3-PHOTO,25
DFM424,BPUVI59,NO,3,7492VIA3-PHOTO,25
DFM424,BPUVI61,YES,3,7492VIA3-PHOTO,25
DFM424,DPDI701,NO,3,7492VIA3-PHOTO,25
DFM424,DPDI702,NO,3,7492VIA3-PHOTO,25
DFM401,BPUVI06,YES,3,6529PP-PHOTO2,19
DFM401,BPUVI08,YES,3,6529PP-PHOTO2,19
DFN096,BPUVI91,NO,3,7531CG-PHOTO,25
DFN096,BPUVI13,YES,3,7531CG-PHOTO,25
DFP131,APDI708,YES,3,8042P1-PHOTO,25
DFP131,BPUVI57,YES,3,8042P1-PHOTO,25
DFP131,BPUVI58,NO,3,8042P1-PHOTO,25
DFM876,BPUVI01,NO,3,8042CT-PHOTO,25
DFM876,BPUVI57,NO,3,8042CT-PHOTO,25
DFM876,BPUVI59,NO,3,8042CT-PHOTO,25
DFM876,DPDI701,YES,3,8042CT-PHOTO,25
HP5686,BPUVI15,NO,3,8995NW-PHOTO1,17
HP5686,BPUVI59,YES,3,8995NW-PHOTO1,17
HP5686,BPUVI61,NO,3,8995NW-PHOTO1,17
DFM489,BPUVI01,YES,3,8042M1-PHOTO,25
DFM489,BPUVI03,NO,3,8042M1-PHOTO,25
DFM489,BPUVI09,NO,3,8042M1-PHOTO,25
DFM489,BPUVI57,YES,3,8042M1-PHOTO,25
DFM489,BPUVI58,YES,3,8042M1-PHOTO,25
DFM489,DPDI701,NO,3,8042M1-PHOTO,25
DFN855,BPUVI10,YES,3,7344PLDD-PHOTO,25
DFM725,APDI708,NO,3,7344M2-PHOTO,25
DFM725,BPUVI01,NO,3,7344M2-PHOTO,25
DFM725,BPUVI09,YES,3,7344M2-PHOTO,25
DFM725,BPUVI15,NO,3,7344M2-PHOTO,25
DFM725,BPUVI16,YES,3,7344M2-PHOTO,25
DFM725,BPUVI51,YES,3,7344M2-PHOTO,25
DFM725,BPUVI57,NO,3,7344M2-PHOTO,25
DFM725,BPUVI58,YES,3,7344M2-PHOTO,25
DFM725,DPDI701,NO,3,7344M2-PHOTO,25
DFM725,DPDI702,NO,3,7344M2-PHOTO,25
DFM725,DPDI804,YES,3,7344M2-PHOTO,25
DP9000,BPUVI02,NO,3,8976TIM-PHOTO,24
DP9000,BPUVI06,NO,3,8976TIM-PHOTO,24
DP9000,BPUVI07,YES,3,8976TIM-PHOTO,24
DFJ721.05,BPUVI01,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI02,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI03,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI04,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI05,YES,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI06,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI07,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI09,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI11,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI12,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI16,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI52,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI58,NO,3,6136VIA1-PHOTO,1
DFJ721.05,BPUVI59,NO,3,6136VIA1-PHOTO,1
DFP070,APDCI02,NO,3,7107PLDD2-PHOTO,25
DFP070,BPUVI01,YES,3,7107PLDD2-PHOTO,25
DFP070,BPUVI06,NO,3,7107PLDD2-PHOTO,25
DFP070,BPUVI08,YES,3,7107PLDD2-PHOTO,25
DFP070,BPUVI13,NO,3,7107PLDD2-PHOTO,25
DFM575,APDI708,NO,3,7344M2MIM-PHOTO,25
DFM575,BPUVI01,NO,3,7344M2MIM-PHOTO,25
DFM575,BPUVI09,YES,3,7344M2MIM-PHOTO,25
DFM575,BPUVI15,NO,3,7344M2MIM-PHOTO,25
DFM575,BPUVI16,YES,3,7344M2MIM-PHOTO,25
DFM575,BPUVI51,YES,3,7344M2MIM-PHOTO,25
DFM575,BPUVI57,NO,3,7344M2MIM-PHOTO,25
DFM575,BPUVI58,YES,3,7344M2MIM-PHOTO,25
DFM575,DPDI701,NO,3,7344M2MIM-PHOTO,25
DFM575,DPDI702,NO,3,7344M2MIM-PHOTO,25
DFM575,DPDI804,YES,3,7344M2MIM-PHOTO,25
DFM009,BPUVI09,YES,3,6445TV1-PHOTO,25
DFM009,BPUVI15,YES,3,6445TV1-PHOTO,25
DFM009,BPUVI16,NO,3,6445TV1-PHOTO,25
DFM009,BPUVI57,NO,3,6445TV1-PHOTO,25
DFM009,BPUVI58,YES,3,6445TV1-PHOTO,25
DFM009,BPUVI59,NO,3,6445TV1-PHOTO,25
DFM009,DPDI701,NO,3,6445TV1-PHOTO,25
DFM009,DPDI804,NO,3,6445TV1-PHOTO,25
DFM724,APDI708,YES,3,7344M2MIM-PHOTO,25
DFM724,BPUVI51,YES,3,7344M2MIM-PHOTO,25
DFM724,BPUVI57,NO,3,7344M2MIM-PHOTO,25
DFM724,BPUVI58,YES,3,7344M2MIM-PHOTO,25
DFM724,DPDI701,NO,3,7344M2MIM-PHOTO,25
DFM724,DPDI804,YES,3,7344M2MIM-PHOTO,25
DFM561,APDI708,YES,3,8042M2MIM-PHOTO,25
DFM561,BPUVI51,NO,3,8042M2MIM-PHOTO,25
DFM561,BPUVI52,YES,3,8042M2MIM-PHOTO,25
DFM561,BPUVI57,NO,3,8042M2MIM-PHOTO,25
DFM561,BPUVI58,NO,3,8042M2MIM-PHOTO,25
DFM561,DPDI701,NO,3,8042M2MIM-PHOTO,25
DFN662,BPUVI06,NO,3,5977GPOLY-PHOTO,25
DFN662,BPUVI07,YES,3,5977GPOLY-PHOTO,25
DFM825,APDI708,NO,3,7275CT-PHOTO,25
DFM825,BPUVI01,YES,3,7275CT-PHOTO,25
DFM825,BPUVI60,NO,3,7275CT-PHOTO,25
DFM825,DPDI701,YES,3,7275CT-PHOTO,25
DFM529,BPUVI57,NO,3,3637VIA1-PHOTO,25
DFM529,BPUVI58,NO,3,3637VIA1-PHOTO,25
DFM529,BPUVI61,YES,3,3637VIA1-PHOTO,25
DFM453,BPUVI06,YES,3,6529PP-PHOTO2,19
DFM453,BPUVI08,YES,3,6529PP-PHOTO2,19
DFL000,BPUVI01,NO,3,7017TV1-PHOTO,25
DFL000,BPUVI02,NO,3,7017TV1-PHOTO,25
DFL000,BPUVI05,YES,3,7017TV1-PHOTO,25
DFL000,BPUVI06,NO,3,7017TV1-PHOTO,25
DFL000,BPUVI09,NO,3,7017TV1-PHOTO,25
DFL000,BPUVI15,NO,3,7017TV1-PHOTO,25
DFL000,BPUVI51,YES,3,7017TV1-PHOTO,25
DFL000,BPUVI57,NO,3,7017TV1-PHOTO,25
DFL000,BPUVI58,NO,3,7017TV1-PHOTO,25
DFL000,BPUVI59,YES,3,7017TV1-PHOTO,25
DFL000,DPDI701,NO,3,7017TV1-PHOTO,25
DFL000,DPDI702,YES,3,7017TV1-PHOTO,25
DFQ440,BPUVI09,YES,3,2131AA-PHOTO,25
DFQ440,BPUVI04,YES,3,2131AA-PHOTO,25
DFQ440,BPUVI07,NO,3,2131AA-PHOTO,25
HP5685,BPUVI15,NO,3,8995NW-PHOTO1,22
HP5685,BPUVI59,YES,3,8995NW-PHOTO1,22
HP5685,BPUVI61,NO,3,8995NW-PHOTO1,22
DFN976,APDI708,YES,3,8042P1-PHOTO,25
DFN976,BPUVI57,YES,3,8042P1-PHOTO,25
DFN976,BPUVI58,NO,3,8042P1-PHOTO,25
DFP086,APDCI02,NO,3,5334NLDD2-PHOTO,25
DFP086,BPUVI01,NO,3,5334NLDD2-PHOTO,25
DFP086,BPUVI02,NO,3,5334NLDD2-PHOTO,25
DFP086,BPUVI06,NO,3,5334NLDD2-PHOTO,25
DFP086,BPUVI08,NO,3,5334NLDD2-PHOTO,25
DFP086,BPUVI13,YES,3,5334NLDD2-PHOTO,25
DFM484,BPUVI01,YES,3,8042M1-PHOTO,25
DFM484,BPUVI03,NO,3,8042M1-PHOTO,25
DFM484,BPUVI09,NO,3,8042M1-PHOTO,25
DFM484,BPUVI57,YES,3,8042M1-PHOTO,25
DFM484,BPUVI58,YES,3,8042M1-PHOTO,25
DFM484,DPDI701,NO,3,8042M1-PHOTO,25
DFM570,APDCI02,NO,4,8042VIA1-PHOTO,24
DFM570,BPUVI01,NO,4,8042VIA1-PHOTO,24
DFM570,BPUVI15,YES,4,8042VIA1-PHOTO,24
DFM570,BPUVI16,NO,4,8042VIA1-PHOTO,24
DFM570,BPUVI57,NO,4,8042VIA1-PHOTO,24
DFM570,BPUVI58,NO,4,8042VIA1-PHOTO,24
DFM570,BPUVI59,YES,4,8042VIA1-PHOTO,24
DFM570,DPDI701,YES,4,8042VIA1-PHOTO,24
DFM570,DPDI702,NO,4,8042VIA1-PHOTO,24
DFM570,DPDI804,NO,4,8042VIA1-PHOTO,24
DFL908,BPUVI09,YES,4,6445TV1-PHOTO,25
DFL908,BPUVI15,YES,4,6445TV1-PHOTO,25
DFL908,BPUVI16,NO,4,6445TV1-PHOTO,25
DFL908,BPUVI57,NO,4,6445TV1-PHOTO,25
DFL908,BPUVI58,YES,4,6445TV1-PHOTO,25
DFL908,BPUVI59,NO,4,6445TV1-PHOTO,25
DFL908,DPDI701,NO,4,6445TV1-PHOTO,25
DFL908,DPDI804,NO,4,6445TV1-PHOTO,25
DFN831,APDI708,YES,4,6445P1-PHOTO,25
DFN831,BPUVI57,YES,4,6445P1-PHOTO,25
DFP073,APDCI02,NO,4,7107NLDD-PHOTO,25
DFP073,BPUVI01,YES,4,7107NLDD-PHOTO,25
DFP073,BPUVI06,NO,4,7107NLDD-PHOTO,25
DFP073,BPUVI08,YES,4,7107NLDD-PHOTO,25
DFP073,BPUVI13,NO,4,7107NLDD-PHOTO,25
DFP012,APDI708,YES,4,6445P1-PHOTO,25
DFP012,BPUVI57,YES,4,6445P1-PHOTO,25
DFN095,BPUVI91,NO,4,7531CG-PHOTO,25
DFN095,BPUVI13,YES,4,7531CG-PHOTO,25
DFM497,BPUVI01,YES,4,8042M1-PHOTO,25
DFM497,BPUVI03,NO,4,8042M1-PHOTO,25
DFM497,BPUVI09,NO,4,8042M1-PHOTO,25
DFM497,BPUVI57,YES,4,8042M1-PHOTO,25
DFM497,BPUVI58,YES,4,8042M1-PHOTO,25
DFM497,DPDI701,NO,4,8042M1-PHOTO,25
DFL921,APDI708,NO,4,7470M3MIM-PHOTO,25
DFL921,BPUVI51,YES,4,7470M3MIM-PHOTO,25
DFL921,BPUVI57,NO,4,7470M3MIM-PHOTO,25
DFL921,BPUVI58,YES,4,7470M3MIM-PHOTO,25
DFL921,BPUVI60,YES,4,7470M3MIM-PHOTO,25
DFM635,BPUVI01,NO,4,6200VIA5-PHOTO,25
DFM635,BPUVI02,YES,4,6200VIA5-PHOTO,25
DFM635,BPUVI04,NO,4,6200VIA5-PHOTO,25
DFM635,BPUVI05,YES,4,6200VIA5-PHOTO,25
DFM635,BPUVI06,YES,4,6200VIA5-PHOTO,25
DFM635,BPUVI07,NO,4,6200VIA5-PHOTO,25
DFM635,BPUVI11,NO,4,6200VIA5-PHOTO,25
DFM635,BPUVI12,NO,4,6200VIA5-PHOTO,25
DFM635,BPUVI15,YES,4,6200VIA5-PHOTO,25
DFM635,BPUVI16,YES,4,6200VIA5-PHOTO,25
DFM635,BPUVI51,NO,4,6200VIA5-PHOTO,25
DFM635,BPUVI52,NO,4,6200VIA5-PHOTO,25
DFM635,BPUVI58,NO,4,6200VIA5-PHOTO,25
DFM635,BPUVI59,NO,4,6200VIA5-PHOTO,25
DFM635,DPDI701,NO,4,6200VIA5-PHOTO,25
DFM635,DPDI702,NO,4,6200VIA5-PHOTO,25
DFM250,APDCI01,NO,4,7275VIA2-PHOTO,25
DFM250,APDCI02,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI01,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI02,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI03,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI04,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI05,YES,4,7275VIA2-PHOTO,25
DFM250,BPUVI06,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI07,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI09,YES,4,7275VIA2-PHOTO,25
DFM250,BPUVI11,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI12,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI15,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI16,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI52,NO,4,7275VIA2-PHOTO,25
DFM250,BPUVI59,NO,4,7275VIA2-PHOTO,25
DFM250,DPDI701,NO,4,7275VIA2-PHOTO,25
DFM250,DPDI702,NO,4,7275VIA2-PHOTO,25
DFM250,DPDI804,YES,4,7275VIA2-PHOTO,25
DFN366,BPUVI11,YES,4,0989CT-PHOTO,25
DFQ446,BPUVI02,NO,4,6314AA-PHOTO,25
DFQ446,BPUVI04,NO,4,6314AA-PHOTO,25
DFQ446,BPUVI07,NO,4,6314AA-PHOTO,25
DFQ446,BPUVI09,YES,4,6314AA-PHOTO,25
DFM654,BPUVI04,NO,4,6748M4-PHOTO,25
DFM654,BPUVI05,YES,4,6748M4-PHOTO,25
DFM654,BPUVI07,YES,4,6748M4-PHOTO,25
DFM654,BPUVI51,NO,4,6748M4-PHOTO,25
DFN399,BPUVI10,YES,4,8042PLDD-PHOTO,24
DFL523,BPUVI01,NO,4,7492TV1-PHOTO,25
DFL523,BPUVI04,NO,4,7492TV1-PHOTO,25
DFL523,BPUVI06,NO,4,7492TV1-PHOTO,25
DFL523,BPUVI09,NO,4,7492TV1-PHOTO,25
DFL523,BPUVI12,NO,4,7492TV1-PHOTO,25
DFL523,BPUVI15,NO,4,7492TV1-PHOTO,25
DFL523,BPUVI16,NO,4,7492TV1-PHOTO,25
DFL523,BPUVI51,NO,4,7492TV1-PHOTO,25
DFL523,BPUVI52,YES,4,7492TV1-PHOTO,25
DFL523,BPUVI57,YES,4,7492TV1-PHOTO,25
DFL523,BPUVI58,NO,4,7492TV1-PHOTO,25
DFL523,BPUVI59,YES,4,7492TV1-PHOTO,25
DFL523,DPDI701,NO,4,7492TV1-PHOTO,25
DFL523,DPDI702,NO,4,7492TV1-PHOTO,25
DFL165,BPUVI01,NO,4,6518M3-PHOTO,25
DFL165,BPUVI02,YES,4,6518M3-PHOTO,25
DFL165,BPUVI03,NO,4,6518M3-PHOTO,25
DFL165,BPUVI04,YES,4,6518M3-PHOTO,25
DFL165,BPUVI05,NO,4,6518M3-PHOTO,25
DFL165,BPUVI06,YES,4,6518M3-PHOTO,25
DFL165,BPUVI07,NO,4,6518M3-PHOTO,25
DFL165,BPUVI09,NO,4,6518M3-PHOTO,25
DFL165,BPUVI58,NO,4,6518M3-PHOTO,25
DFL165,DPDI701,NO,4,6518M3-PHOTO,25
DFP755,BPUVI06,YES,4,4139AA-PHOTO,25
DFN463,BPUVI08,YES,4,7017PLDD2-PHOTO,24
DFN463,DPDI804,NO,4,7017PLDD2-PHOTO,24
HT0167.A07,APDI708,NO,4,8666P1-PHOTO,1
DFP199,APDCI02,NO,4,7107NLDD-PHOTO,25
DFP199,BPUVI01,YES,4,7107NLDD-PHOTO,25
DFP199,BPUVI06,NO,4,7107NLDD-PHOTO,25
DFP199,BPUVI08,YES,4,7107NLDD-PHOTO,25
DFP199,BPUVI13,NO,4,7107NLDD-PHOTO,25
DFQ445,BPUVI02,NO,4,6314AA-PHOTO,25
DFQ445,BPUVI04,NO,4,6314AA-PHOTO,25
DFQ445,BPUVI07,NO,4,6314AA-PHOTO,25
DFQ445,BPUVI09,YES,4,6314AA-PHOTO,25
DFK887,BPUVI01,NO,4,7017TV1-PHOTO,23
DFK887,BPUVI02,NO,4,7017TV1-PHOTO,23
DFK887,BPUVI05,YES,4,7017TV1-PHOTO,23
DFK887,BPUVI06,NO,4,7017TV1-PHOTO,23
DFK887,BPUVI09,NO,4,7017TV1-PHOTO,23
DFK887,BPUVI15,NO,4,7017TV1-PHOTO,23
DFK887,BPUVI51,YES,4,7017TV1-PHOTO,23
DFK887,BPUVI57,NO,4,7017TV1-PHOTO,23
DFK887,BPUVI58,NO,4,7017TV1-PHOTO,23
DFK887,BPUVI59,YES,4,7017TV1-PHOTO,23
DFK887,DPDI701,NO,4,7017TV1-PHOTO,23
DFK887,DPDI702,YES,4,7017TV1-PHOTO,23
DX357133,BPUVI10,NO,4,XPN0ZERO-PHOTO,25
DX357133,BPUVI12,NO,4,XPN0ZERO-PHOTO,25
DX357133,BPUVI51,NO,4,XPN0ZERO-PHOTO,25
DX357132,BPUVI10,NO,4,XPN0ZERO-PHOTO,25
DX357132,BPUVI12,NO,4,XPN0ZERO-PHOTO,25
DX357132,BPUVI51,NO,4,XPN0ZERO-PHOTO,25
DX357126,BPUVI10,NO,4,XPN0ZERO-PHOTO,25
DX357126,BPUVI12,NO,4,XPN0ZERO-PHOTO,25
DX357126,BPUVI51,NO,4,XPN0ZERO-PHOTO,25
DFP006,APDI708,YES,4,6445P1-PHOTO,25
DFP006,BPUVI57,YES,4,6445P1-PHOTO,25
DFN648,APDCI02,NO,4,4703NLDD2-PHOTO,25
DFN648,BPUVI01,YES,4,4703NLDD2-PHOTO,25
DFN648,BPUVI02,YES,4,4703NLDD2-PHOTO,25
DFN648,BPUVI06,NO,4,4703NLDD2-PHOTO,25
DFN648,BPUVI08,NO,4,4703NLDD2-PHOTO,25
DFN648,BPUVI13,YES,4,4703NLDD2-PHOTO,25
DFM696,BPUVI01,YES,4,8042M1-PHOTO,25
DFM696,BPUVI03,NO,4,8042M1-PHOTO,25
DFM696,BPUVI09,NO,4,8042M1-PHOTO,25
DFM696,BPUVI57,YES,4,8042M1-PHOTO,25
DFM696,BPUVI58,YES,4,8042M1-PHOTO,25
DFM696,DPDI701,NO,4,8042M1-PHOTO,25
DFN349,BPUVI04,YES,4,6023M3-PHOTO,25
DFN349,BPUVI05,YES,4,6023M3-PHOTO,25
DFN349,BPUVI07,NO,4,6023M3-PHOTO,25
DFN349,BPUVI51,NO,4,6023M3-PHOTO,25
DFN094,BPUVI91,NO,4,7531CG-PHOTO,25
DFN094,BPUVI13,YES,4,7531CG-PHOTO,25
DFM716,BPUVI01,NO,4,6445M1-PHOTO,25
DFM716,BPUVI06,YES,4,6445M1-PHOTO,25
DFM716,BPUVI57,YES,4,6445M1-PHOTO,25
DFM716,BPUVI58,NO,4,6445M1-PHOTO,25
DFM716,DPDI701,NO,4,6445M1-PHOTO,25
DFM354,APDCI01,NO,4,7275VIA2-PHOTO,25
DFM354,APDCI02,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI01,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI02,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI03,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI04,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI05,YES,4,7275VIA2-PHOTO,25
DFM354,BPUVI06,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI07,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI09,YES,4,7275VIA2-PHOTO,25
DFM354,BPUVI11,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI12,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI15,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI16,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI52,NO,4,7275VIA2-PHOTO,25
DFM354,BPUVI59,NO,4,7275VIA2-PHOTO,25
DFM354,DPDI701,NO,4,7275VIA2-PHOTO,25
DFM354,DPDI702,NO,4,7275VIA2-PHOTO,25
DFM354,DPDI804,YES,4,7275VIA2-PHOTO,25
DX356540,BPUVI10,NO,4,XPN0ZERO-PHOTO,25
DX356540,BPUVI12,NO,4,XPN0ZERO-PHOTO,25
DX356540,BPUVI51,NO,4,XPN0ZERO-PHOTO,25
DX355559,BPUVI10,NO,4,XPN0ZERO-PHOTO,25
DX355559,BPUVI12,NO,4,XPN0ZERO-PHOTO,25
DX355559,BPUVI51,NO,4,XPN0ZERO-PHOTO,25
DX356542,BPUVI10,NO,4,XPN0ZERO-PHOTO,25
DX356542,BPUVI12,NO,4,XPN0ZERO-PHOTO,25
DX356542,BPUVI51,NO,4,XPN0ZERO-PHOTO,25
DX356541,BPUVI10,NO,4,XPN0ZERO-PHOTO,25
DX356543,BPUVI10,NO,4,XPN0ZERO-PHOTO,25
DX356541,BPUVI12,NO,4,XPN0ZERO-PHOTO,25
DX356543,BPUVI12,NO,4,XPN0ZERO-PHOTO,25
DX356541,BPUVI51,NO,4,XPN0ZERO-PHOTO,25
DX356543,BPUVI51,NO,4,XPN0ZERO-PHOTO,25
DX355558,BPUVI10,NO,4,XPN0ZERO-PHOTO,25
DX355558,BPUVI12,NO,4,XPN0ZERO-PHOTO,25
DX355558,BPUVI51,NO,4,XPN0ZERO-PHOTO,25
DFM728,BPUVI01,NO,4,7344M1-PHOTO,25
DFM728,BPUVI05,YES,4,7344M1-PHOTO,25
DFM728,BPUVI09,YES,4,7344M1-PHOTO,25
DFM728,BPUVI57,YES,4,7344M1-PHOTO,25
DFM728,BPUVI58,YES,4,7344M1-PHOTO,25
DFM728,DPDI701,YES,4,7344M1-PHOTO,25
DFM750,BPUVI01,NO,4,5958TV1-PHOTO,25
DFM750,BPUVI02,NO,4,5958TV1-PHOTO,25
DFM750,BPUVI04,NO,4,5958TV1-PHOTO,25
DFM750,BPUVI05,NO,4,5958TV1-PHOTO,25
DFM750,BPUVI06,NO,4,5958TV1-PHOTO,25
DFM750,BPUVI09,NO,4,5958TV1-PHOTO,25
DFM750,BPUVI12,YES,4,5958TV1-PHOTO,25
DFM750,BPUVI15,YES,4,5958TV1-PHOTO,25
DFM750,BPUVI16,YES,4,5958TV1-PHOTO,25
DFM750,BPUVI51,NO,4,5958TV1-PHOTO,25
DFM750,BPUVI58,NO,4,5958TV1-PHOTO,25
DFM750,DPDI701,NO,4,5958TV1-PHOTO,25
DFM750,DPDI702,NO,4,5958TV1-PHOTO,25
DFM750,DPDI804,NO,4,5958TV1-PHOTO,25
DFM664,BPUVI06,YES,4,6529NP-PHOTO2,25
DFM664,BPUVI08,YES,4,6529NP-PHOTO2,25
DP8820,APDCI01,NO,4,8858M1-PHOTO,9
DP8820,APDI708,YES,4,8858M1-PHOTO,9
DP8820,BPUVI02,NO,4,8858M1-PHOTO,9
DP8820,BPUVI03,NO,4,8858M1-PHOTO,9
DP8820,BPUVI09,NO,4,8858M1-PHOTO,9
DP8820,BPUVI51,NO,4,8858M1-PHOTO,9
DP8820,BPUVI52,NO,4,8858M1-PHOTO,9
DP8820,BPUVI58,NO,4,8858M1-PHOTO,9
DP8820,BPUVI60,NO,4,8858M1-PHOTO,9
DP8820,BPUVI61,NO,4,8858M1-PHOTO,9
DP8820,DPDI701,NO,4,8858M1-PHOTO,9
DFN928,APDCI02,NO,4,7107NLDD2-PHOTO,25
DFN928,BPUVI01,NO,4,7107NLDD2-PHOTO,25
DFN928,BPUVI06,NO,4,7107NLDD2-PHOTO,25
DFN928,BPUVI08,YES,4,7107NLDD2-PHOTO,25
DFN928,BPUVI13,NO,4,7107NLDD2-PHOTO,25
DFN704,BPUVI10,YES,4,8042PLDD-PHOTO,25
DFM953.04,BPUVI04,YES,4,8479M3-PHOTO,1
DFM953.04,BPUVI05,NO,4,8479M3-PHOTO,1
DFM953.04,BPUVI07,NO,4,8479M3-PHOTO,1
DFM953.04,BPUVI51,NO,4,8479M3-PHOTO,1
DFM545,APDCI01,NO,4,7275VIA1-PHOTO,25
DFM545,APDCI02,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI01,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI02,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI03,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI04,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI05,YES,4,7275VIA1-PHOTO,25
DFM545,BPUVI06,YES,4,7275VIA1-PHOTO,25
DFM545,BPUVI07,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI09,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI11,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI12,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI15,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI16,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI52,NO,4,7275VIA1-PHOTO,25
DFM545,BPUVI59,NO,4,7275VIA1-PHOTO,25
DFM545,DPDI701,NO,4,7275VIA1-PHOTO,25
DFM545,DPDI702,NO,4,7275VIA1-PHOTO,25
DFM545,DPDI804,NO,4,7275VIA1-PHOTO,25
HP5679,BPUVI15,NO,4,8995NW-PHOTO1,18
HP5679,BPUVI59,YES,4,8995NW-PHOTO1,18
HP5679,BPUVI61,NO,4,8995NW-PHOTO1,18
DFL290,BPUVI01,NO,4,7492TV1-PHOTO,25
DFL290,BPUVI04,NO,4,7492TV1-PHOTO,25
DFL290,BPUVI06,NO,4,7492TV1-PHOTO,25
DFL290,BPUVI09,NO,4,7492TV1-PHOTO,25
DFL290,BPUVI12,NO,4,7492TV1-PHOTO,25
DFL290,BPUVI15,NO,4,7492TV1-PHOTO,25
DFL290,BPUVI16,NO,4,7492TV1-PHOTO,25
DFL290,BPUVI51,NO,4,7492TV1-PHOTO,25
DFL290,BPUVI52,YES,4,7492TV1-PHOTO,25
DFL290,BPUVI57,YES,4,7492TV1-PHOTO,25
DFL290,BPUVI58,NO,4,7492TV1-PHOTO,25
DFL290,BPUVI59,YES,4,7492TV1-PHOTO,25
DFL290,DPDI701,NO,4,7492TV1-PHOTO,25
DFL290,DPDI702,NO,4,7492TV1-PHOTO,25
DFM618,APDI708,NO,4,7344M2MIM-PHOTO,25
DFM618,BPUVI01,NO,4,7344M2MIM-PHOTO,25
DFM618,BPUVI09,YES,4,7344M2MIM-PHOTO,25
DFM618,BPUVI15,NO,4,7344M2MIM-PHOTO,25
DFM618,BPUVI16,YES,4,7344M2MIM-PHOTO,25
